"","ID","Year_Birth","Education","Marital_Status","Income","Kidhome","Teenhome","MntMeatProducts","NumWebPurchases","NumCatalogPurchases","NumStorePurchases"
"590",4179,1959,"Graduation","Together",24221,0,0,4,0,0,1.46410161513775
"591",3710,1984,"PhD","Single",39684,1,0,9.83215956619923,0.82842712474619,0,0.82842712474619
"592",7627,1975,"Master","Married",92163,0,0,54.4623768539724,2.47213595499958,4.6332495807108,2.47213595499958
"593",4501,1965,"Master","Single",69882,0,0,48.3984126734166,1.46410161513775,3.29150262212918,4
"594",6424,1977,"Graduation","Together",33178,1,0,0.82842712474619,0,-2,1.46410161513775
"595",3075,1972,"PhD","Married",59973,0,0,23.9229627936314,1.46410161513775,2,3.29150262212918
"596",4992,1975,"Master","Together",17459,1,0,6,1.46410161513775,0,0.82842712474619
"597",5252,1969,"Graduation","Divorced",23910,1,0,6.48528137423857,0.82842712474619,-2,1.46410161513775
"598",7444,1969,"Master","Married",42169,1,1,4,0,-2,1.46410161513775
"599",6919,1978,"2n Cycle","Married",26224,1,0,5.74596669241483,0.82842712474619,0,1.46410161513775
"600",3537,1981,"Graduation","Together",31089,1,0,9.13552872566004,1.46410161513775,-2,2
"601",10277,1961,"Graduation","Single",30081,0,1,0.82842712474619,0,-2,1.46410161513775
"602",2453,1960,"Graduation","Together",62807,0,1,21.2379000772445,2.47213595499958,1.46410161513775,4.92820323027551
"603",7972,1955,"Graduation","Single",72906,0,0,43.5631429995781,1.46410161513775,2,4
"604",895,1948,"PhD","Married",61467,0,2,19.3541565040626,2.47213595499958,0.82842712474619,4.32455532033676
"605",1177,1966,"Master","Together",49618,1,1,8.19803902718557,1.46410161513775,0,1.46410161513775
"606",7141,1986,"Master","Single",21888,1,0,11.5646599662505,2.47213595499958,0,0.82842712474619
"607",7232,1973,"Graduation","Widow",42429,0,1,2.89897948556636,0,0,1.46410161513775
"608",8477,1956,"Graduation","Divorced",26150,2,1,5.21110255092798,0,-2,1.46410161513775
"609",2457,1975,"Basic","Married",30801,0,1,2.47213595499958,0,-2,1.46410161513775
"610",988,1965,"Graduation","Married",81168,0,0,46.6621002423858,2.89897948556636,2,3.29150262212918
"611",7930,1969,"Master","Single",26877,0,0,15.4355957741627,1.46410161513775,0,2.89897948556636
"612",4587,1944,"Master","Widow",45006,0,0,12.560219778561,1.46410161513775,0,3.29150262212918
"613",6682,1973,"Basic","Married",18978,1,0,0,0,-2,1.46410161513775
"614",6222,1967,"Graduation","Married",22574,2,1,3.65685424949238,0.82842712474619,-2,1.46410161513775
"615",10299,1969,"PhD","Single",48240,0,0,29.4960314960472,2.89897948556636,1.46410161513775,5.21110255092798
"616",3083,1974,"Graduation","Married",45837,1,1,16.6547581061776,2.89897948556636,0.82842712474619,2.47213595499958
"617",8953,1965,"Master","Single",35791,2,1,2.47213595499958,0,-2,1.46410161513775
"618",1503,1976,"PhD","Together",162397,1,1,6,-2,-2,0
"619",8650,1978,"Graduation","Widow",54162,1,1,4.32455532033676,0,-2,1.46410161513775
"620",10862,1960,"Master","Married",30522,0,1,16.2208671582886,0,0.82842712474619,4
"621",2782,1961,"PhD","Married",54456,0,1,8.39230484541326,2.89897948556636,0,3.29150262212918
"622",6941,1971,"Graduation","Single",31632,0,0,4.92820323027551,0.82842712474619,0,0.82842712474619
"623",10972,1949,"Graduation","Widow",72298,0,0,24,2,1.46410161513775,2.89897948556636
"624",10708,1978,"2n Cycle","Single",36975,1,0,4.6332495807108,0,-2,1.46410161513775
"625",6583,1955,"2n Cycle","Married",72635,0,0,33.9444015112229,2.89897948556636,3.65685424949238,2.89897948556636
"626",3641,1976,"Graduation","Married",13624,1,0,5.74596669241483,0.82842712474619,-2,1.46410161513775
"627",10156,1975,"Graduation","Single",84196,0,1,43.0333209967908,3.65685424949238,2,3.29150262212918
"628",4299,1960,"Graduation","Together",70971,0,1,45.8330429724056,4.6332495807108,4.6332495807108,2.47213595499958
"629",3469,1977,"PhD","Divorced",34487,1,1,9.48912529307606,1.46410161513775,-2,1.46410161513775
"630",5063,1977,"Graduation","Single",28769,1,0,20.7156333832011,2,0,2
"631",10727,1970,"PhD","Married",69084,1,0,26.2134719593318,3.29150262212918,1.46410161513775,5.21110255092798
"632",9624,1958,"PhD","Together",65488,0,0,26.7749891398763,1.46410161513775,2,2.89897948556636
"633",5156,1970,"2n Cycle","Married",62466,0,1,30.1869538788622,2.89897948556636,1.46410161513775,4.92820323027551
"634",4376,1960,"2n Cycle","Single",32218,0,0,5.74596669241483,0.82842712474619,0,1.46410161513775
"635",8923,1973,"Graduation","Single",83917,0,0,52.1109970338747,2.89897948556636,3.29150262212918,3.29150262212918
"636",8461,1962,"Graduation","Divorced",46102,2,1,0,0,-2,0.82842712474619
"637",6945,1952,"Graduation","Single",84574,0,0,51.4041196912748,4,4.6332495807108,4.6332495807108
"638",944,1962,"Graduation","Married",56181,0,1,14.6132477258361,2,0.82842712474619,3.29150262212918
"639",1907,1950,"Master","Divorced",63120,0,1,31.4065861769801,3.65685424949238,2,4
"640",701,1971,"Graduation","Married",73691,0,1,29.6227766016838,2.89897948556636,0.82842712474619,3.65685424949238
"641",3856,1960,"Graduation","Together",63381,0,1,21.832750575626,2,2.47213595499958,5.21110255092798
"642",4149,1948,"PhD","Together",76140,0,0,49.1077293567226,2.47213595499958,4,2.89897948556636
"643",2131,1959,"PhD","Divorced",62859,0,1,18.1990098767242,4,2,2.89897948556636
"644",2942,1964,"Graduation","Single",45906,0,1,8.39230484541326,2.47213595499958,2,2
"645",1173,1947,"Master","Together",77632,0,0,53.0635995917448,2,0.82842712474619,2.89897948556636
"646",4381,1971,"PhD","Married",46463,1,1,10.6491106406735,1.46410161513775,0,2.89897948556636
"647",4611,1970,"Graduation","Together",105471,0,0,18.3960780543711,4,3.65685424949238,5.21110255092798
"648",3376,1970,"Master","Divorced",55282,1,0,15.0880074906351,1.46410161513775,0,2.89897948556636
"649",4679,1977,"Master","Married",78710,0,1,22.6576560118759,3.29150262212918,2.89897948556636,4.92820323027551
"650",10928,1958,"Graduation","Together",66886,0,1,13.7480157480236,3.29150262212918,0,3.29150262212918
"651",4248,1960,"Master","Single",98777,0,0,51.3291665038935,2,2.89897948556636,4
"652",6728,1985,"Graduation","Together",29103,1,0,6.24621125123532,0,-2,1.46410161513775
"653",6661,1974,"Graduation","Married",67445,0,1,27.4618397253125,4,2.89897948556636,4.92820323027551
"654",4725,1950,"PhD","Together",50616,0,1,8,0,0,2
"655",3277,1955,"Graduation","Divorced",49431,0,1,18,3.29150262212918,0,2.47213595499958
"656",5555,1975,"Graduation","Divorced",153924,0,0,0,-2,-2,-2
"657",2564,1953,"Graduation","Together",61278,0,1,8.58300524425836,1.46410161513775,0,2
"658",946,1958,"2n Cycle","Together",26490,0,0,12.422205101856,1.46410161513775,0,2.47213595499958
"659",3867,1947,"PhD","Together",73059,0,1,38.9878030638384,4,1.46410161513775,5.21110255092798
"660",6940,1966,"PhD","Single",46734,1,2,10.4899959967968,1.46410161513775,0.82842712474619,1.46410161513775
"661",55,1963,"Graduation","Together",56253,0,1,14.1245154965971,3.29150262212918,0.82842712474619,4
"662",7093,1985,"Graduation","Married",19986,1,0,2.47213595499958,-2,-2,1.46410161513775
"663",5084,1975,"Graduation","Widow",58330,0,1,27.1890390386528,2.89897948556636,2,5.21110255092798
"664",1777,1980,"Basic","Married",25965,0,0,4.6332495807108,0.82842712474619,-2,1.46410161513775
"665",8162,1956,"Master","Together",14661,0,0,4.6332495807108,0,-2,1.46410161513775
"666",10826,1959,"Graduation","Married",18690,0,0,3.29150262212918,0,0,0.82842712474619
"667",8754,1974,"PhD","Together",45068,0,1,1.46410161513775,0,-2,0.82842712474619
"668",1987,1987,"Basic","Single",21063,1,0,4.6332495807108,0.82842712474619,-2,1.46410161513775
"669",11007,1968,"PhD","Married",29187,1,0,2.89897948556636,0,-2,1.46410161513775
"670",7426,1971,"2n Cycle","Married",54690,1,1,10.1655250605964,1.46410161513775,0,2.47213595499958
"671",9153,1964,"PhD","Married",59304,0,1,39.3763217311544,3.29150262212918,3.65685424949238,4.32455532033676
"672",10379,1962,"Master","Single",59247,0,2,20.0907220343745,2.47213595499958,0.82842712474619,4
"673",9204,1970,"Graduation","Widow",66731,0,1,25.8567765543682,2,1.46410161513775,2.89897948556636
"674",3197,1980,"Graduation","Married",77353,0,1,18.6881608655772,2.89897948556636,2,3.65685424949238
"675",2920,1975,"PhD","Single",52614,0,1,21.832750575626,0.82842712474619,2,3.65685424949238
"676",6961,1974,"Graduation","Married",26751,2,0,2.47213595499958,0,-2,0.82842712474619
"677",4673,1963,"PhD","Married",81300,0,1,22.0831891575846,4.32455532033676,1.46410161513775,2.47213595499958
"678",9937,1979,"Graduation","Single",70337,0,0,22.4131112314674,0.82842712474619,0.82842712474619,4.92820323027551
"679",8779,1985,"2n Cycle","Married",36145,1,0,15.4355957741627,2,0,1.46410161513775
"680",9596,1980,"PhD","Single",65295,0,0,19.6333076527839,1.46410161513775,1.46410161513775,5.21110255092798
"681",2891,1963,"Graduation","Divorced",68118,0,1,20.1810730128188,3.65685424949238,4,2
"682",4910,1967,"Graduation","Divorced",68743,0,0,37.1918358845308,4.6332495807108,2.47213595499958,5.21110255092798
"683",75,1982,"2n Cycle","Together",41039,0,0,21.4093998214393,3.65685424949238,0,2.47213595499958
"684",10120,1955,"Graduation","Together",38946,0,1,16.1107702762748,1.46410161513775,0,2.89897948556636
"685",6327,1967,"Graduation","Together",65777,0,0,39.7133072292284,0.82842712474619,3.65685424949238,2.89897948556636
"686",10142,1976,"PhD","Divorced",66476,0,1,20.4499443206436,2.47213595499958,0.82842712474619,4.6332495807108
"687",9826,1972,"PhD","Single",86857,0,0,55.8964593045205,2.47213595499958,2.89897948556636,4.32455532033676
"688",1501,1982,"PhD","Married",160803,0,0,14.4924225024706,-2,8.58300524425836,0
"689",10767,1989,"PhD","Together",77845,0,0,41.8178046004133,1.46410161513775,2.47213595499958,4.92820323027551
"690",7279,1969,"PhD","Together",69476,0,0,45.2863616701476,2,2.89897948556636,2
"691",7230,1960,"PhD","Divorced",50611,0,1,7.79795897113271,2,2.47213595499958,3.29150262212918
"692",143,1970,"Graduation","Single",61209,0,0,27.9332590941915,2.47213595499958,1.46410161513775,2
"693",450,1958,"Master","Together",42315,0,1,15.8885438199983,0,2,2
"694",9316,1952,"Basic","Together",13084,0,0,3.29150262212918,0,-2,1.46410161513775
"695",6379,1949,"Master","Widow",47570,1,1,6.94427190999916,0.82842712474619,0.82842712474619,0.82842712474619
"696",9239,1961,"Master","Married",61923,0,2,6.48528137423857,0.82842712474619,0,2
"697",8315,1995,"Graduation","Single",34824,0,0,4.6332495807108,0,-2,0.82842712474619
"698",2868,1949,"PhD","Single",26518,1,1,8.58300524425836,0.82842712474619,-2,1.46410161513775
"699",10888,1961,"Graduation","Single",45938,0,0,24.6833281282527,3.65685424949238,2,2.89897948556636
"700",1277,1960,"Graduation","Together",78468,0,0,37.3954312071844,4.32455532033676,3.29150262212918,4.32455532033676
"701",9977,1973,"Graduation","Divorced",78901,0,1,33.1567916624939,4,1.46410161513775,2.47213595499958
"702",10196,1978,"Graduation","Married",71427,2,0,24.6082693913001,3.65685424949238,0.82842712474619,3.65685424949238
"703",6384,1978,"Graduation","Divorced",71022,0,1,31.3466640010661,2.47213595499958,0.82842712474619,4.6332495807108
"704",8029,1988,"Master","Single",90247,0,0,35.5233260785874,1.46410161513775,2,3.29150262212918
"705",968,1968,"Master","Divorced",41335,1,0,7.16515138991168,2,0,2
"706",6988,1986,"Graduation","Married",71952,1,0,40.6614580154031,3.65685424949238,2,3.65685424949238
"707",4472,1970,"PhD","Divorced",35682,1,0,3.65685424949238,0,0,1.46410161513775
"708",6991,1951,"Graduation","Divorced",43185,0,1,10.9614813968157,4,1.46410161513775,2.89897948556636
"709",3336,1948,"PhD","Together",66375,0,1,11.4164078649987,0.82842712474619,2,2.47213595499958
"710",4301,1971,"Master","Married",35178,1,0,5.21110255092798,0,0,0.82842712474619
"711",1940,1986,"Graduation","Married",25252,1,0,2,0,-2,0.82842712474619
"712",1272,1965,"Master","Single",55250,0,1,16.2208671582886,3.29150262212918,2.47213595499958,4.32455532033676
"713",1388,1975,"Graduation","Single",33249,1,0,7.16515138991168,0.82842712474619,0,1.46410161513775
"714",1044,1953,"Graduation","Together",58398,0,0,26.3548937575157,2.47213595499958,2,3.65685424949238
"715",6969,1982,"Graduation","Together",50272,1,0,14.2480768092719,2,0,2.47213595499958
"716",10479,1975,"PhD","Married",76618,0,0,32.2928563989645,1.46410161513775,0.82842712474619,2.47213595499958
"717",3619,1960,"2n Cycle","Divorced",87305,0,0,42.7660585711988,2.47213595499958,1.46410161513775,3.65685424949238
"718",1715,1978,"Graduation","Together",25851,1,0,6.48528137423857,0.82842712474619,-2,1.46410161513775
"719",10159,1970,"Graduation","Divorced",58710,0,1,36.3666521865018,4.6332495807108,2.47213595499958,4
"720",1463,1958,"Graduation","Single",45160,1,1,2.47213595499958,0,-2,0.82842712474619
"721",5114,1965,"Master","Married",74806,0,1,29.559467676119,2.47213595499958,2,2.47213595499958
"722",4990,1954,"Graduation","Married",59111,0,0,21.1516738055805,4.6332495807108,0,3.65685424949238
"723",4329,1984,"PhD","Married",18988,1,0,2.89897948556636,0,-2,1.46410161513775
"724",10936,1965,"Graduation","Married",72190,0,0,46.8671668914825,2.47213595499958,2.89897948556636,2
"725",4692,1976,"Graduation","Married",7500,1,0,4.92820323027551,2,0,0.82842712474619
"726",7212,1966,"Graduation","Married",44794,0,1,3.29150262212918,0.82842712474619,-2,1.46410161513775
"727",6086,1955,"Graduation","Married",80395,0,0,51.1413210223457,2.89897948556636,2.47213595499958,4.92820323027551
"728",437,1976,"Master","Divorced",75012,0,0,27.5296461204668,1.46410161513775,3.65685424949238,4.6332495807108
"729",11171,1965,"Master","Married",56962,2,1,15.5499287747842,2.89897948556636,1.46410161513775,2.47213595499958
"730",11101,1991,"Graduation","Together",89891,0,0,20.9782505861521,4.6332495807108,2.89897948556636,3.65685424949238
"731",5329,1949,"PhD","Divorced",35946,1,1,1.46410161513775,-2,-2,1.46410161513775
"732",610,1953,"PhD","Together",53593,1,1,15.6635217326557,3.29150262212918,0.82842712474619,2.89897948556636
"733",9384,1978,"Graduation","Married",66373,1,1,20.2710574513201,2,0.82842712474619,4.32455532033676
"734",5956,1948,"PhD","Divorced",45072,1,2,17.8997487421324,2.89897948556636,0,2
"735",10430,1973,"Graduation","Divorced",89694,1,1,27.0516780926679,2,1.46410161513775,2
"736",7875,1949,"Graduation","Married",72025,0,0,47.6789693934969,2,3.65685424949238,5.21110255092798
"737",7072,1973,"Graduation","Married",67432,0,1,34.9323706252388,3.65685424949238,2.47213595499958,2
"738",6255,1952,"Master","Together",70545,0,1,13.8745078663875,2,0,3.29150262212918
"739",6516,1989,"Basic","Married",17487,1,0,0,0,-2,0.82842712474619
"740",5564,1969,"Graduation","Together",62882,0,1,42.5869936192159,3.29150262212918,2.47213595499958,2.89897948556636
"741",5682,1953,"PhD","Single",64108,0,1,16.5472369909914,2.89897948556636,4,4.6332495807108
"742",7458,1956,"Master","Together",34941,1,1,8,1.46410161513775,-2,1.46410161513775
"743",5237,1950,"PhD","Single",48767,1,2,7.16515138991168,0.82842712474619,0,1.46410161513775
"744",7761,1978,"2n Cycle","Together",38702,1,0,7.79795897113271,1.46410161513775,-2,2
"745",5278,1964,"Graduation","Married",82224,0,0,35.9473319220206,2.89897948556636,4,2.47213595499958
"746",3560,1952,"Graduation","Together",83844,0,0,35.1483512420134,2,2,4.6332495807108
"747",7235,1975,"2n Cycle","Married",17003,1,0,4.92820323027551,0.82842712474619,-2,2
"748",10548,1995,"Graduation","Single",71163,0,0,36.5746030439718,1.46410161513775,3.65685424949238,4.92820323027551
"749",2281,1970,"Graduation","Single",33697,1,0,3.29150262212918,0,-2,0.82842712474619
"750",4073,1954,"2n Cycle","Married",63564,0,0,29.7490157327751,4.32455532033676,4.32455532033676,3.29150262212918
"751",6974,1972,"PhD","Together",83443,0,0,52.4793538875049,2.89897948556636,4.32455532033676,2.47213595499958
"752",7938,1958,"PhD","Together",51518,0,1,14.2480768092719,1.46410161513775,0.82842712474619,4.32455532033676
"753",7094,1975,"Graduation","Widow",58330,0,1,27.1890390386528,2.89897948556636,2,5.21110255092798
"754",3667,1969,"Graduation","Married",80952,0,0,50.4976189936268,3.65685424949238,2.47213595499958,4.6332495807108
"755",7723,1979,"Graduation","Together",75507,0,0,36.6781592116274,3.65685424949238,2.89897948556636,2.89897948556636
"756",3870,1978,"2n Cycle","Together",63855,0,0,33.4400902933387,3.29150262212918,1.46410161513775,5.21110255092798
"757",4012,1972,"PhD","Together",62220,0,1,36.7298334620742,3.29150262212918,2.89897948556636,2.47213595499958
"758",5909,1964,"Graduation","Married",58512,0,1,18.0997512422418,1.46410161513775,2,3.65685424949238
"759",10470,1979,"Master","Married",40662,1,0,7.59166304662544,0.82842712474619,0,1.46410161513775
"760",6488,1959,"PhD","Married",38829,0,1,3.29150262212918,1.46410161513775,0.82842712474619,0.82842712474619
"761",10270,1981,"2n Cycle","Married",35523,1,0,7.38083151964686,1.46410161513775,-2,1.46410161513775
"762",6887,1967,"Graduation","Single",79146,1,1,27.8663690461362,3.65685424949238,0,3.65685424949238
"763",6406,1988,"Master","Married",78285,0,0,37.5474398665704,2.89897948556636,2,4.32455532033676
"764",7573,1978,"PhD","Single",31626,1,0,4,0.82842712474619,0,0.82842712474619
"765",4508,1952,"Graduation","Single",75127,0,0,32.928498393146,0.82842712474619,4.6332495807108,2.47213595499958
"766",221,1955,"Graduation","Married",48726,0,1,10.328828005938,1.46410161513775,0.82842712474619,2
"767",5331,1977,"Graduation","Married",74985,0,0,57.9332962550868,1.46410161513775,2.89897948556636,3.29150262212918
"768",1911,1987,"Graduation","Together",67430,0,0,32.117444218464,4.6332495807108,2.47213595499958,4.92820323027551
"769",20,1965,"2n Cycle","Married",46891,0,1,7.59166304662544,0.82842712474619,0,2
"770",8786,1956,"Master","Married",62058,0,1,15.2046505340853,2.89897948556636,0,3.29150262212918
"771",10582,1979,"Graduation","Married",72063,0,1,35.3095162123553,2.47213595499958,0.82842712474619,4.92820323027551
"772",1915,1951,"PhD","Married",78939,0,0,29.1769145362398,3.65685424949238,2.47213595499958,2.89897948556636
"773",8897,1965,"Graduation","Single",42720,1,1,17.0787840283389,3.29150262212918,1.46410161513775,3.29150262212918
"774",2371,1972,"Graduation","Married",33622,1,1,7.38083151964686,0.82842712474619,-2,2
"775",4303,1957,"PhD","Together",6835,0,1,4.92820323027551,-2,-2,0
"776",6825,1953,"Graduation","Together",41452,1,1,1.46410161513775,0,-2,0.82842712474619
"777",1072,1965,"PhD","Single",40760,0,1,6.24621125123532,0.82842712474619,0,1.46410161513775
"778",4964,1958,"PhD","Together",74250,0,0,37.5979797464467,0.82842712474619,4.6332495807108,2
"779",2461,1955,"Master","Single",51124,1,1,4.6332495807108,0,-2,1.46410161513775
"780",10736,1971,"Graduation","Single",72258,0,1,43.6946386351835,2.89897948556636,4,2.47213595499958
"781",3194,1974,"PhD","Single",71466,0,0,44.7332857821917,2,2,4.32455532033676
"782",10839,1976,"Graduation","Together",36283,1,1,2.47213595499958,0,-2,1.46410161513775
"783",49,1970,"Graduation","Single",20587,1,0,2.89897948556636,0,0,0.82842712474619
"784",4290,1972,"Graduation","Married",30467,1,0,3.65685424949238,0,-2,0.82842712474619
"785",10219,1972,"Graduation","Together",31590,1,0,5.74596669241483,0,-2,1.46410161513775
"786",4211,1986,"Basic","Married",20425,1,0,2.47213595499958,0.82842712474619,-2,1.46410161513775
"787",1135,1960,"Master","Together",17144,1,1,6.71779788708135,1.46410161513775,-2,2
"788",6299,1968,"PhD","Divorced",42564,0,1,25.2763633939717,2.89897948556636,3.65685424949238,2
"789",10846,1978,"Master","Married",43783,1,0,20.3606797749979,3.29150262212918,0,3.65685424949238
"790",347,1976,"Graduation","Divorced",40780,0,1,14.8522995463527,3.29150262212918,0,2.47213595499958
"791",6543,1945,"Master","Together",62847,0,0,51.1413210223457,1.46410161513775,2.89897948556636,2
"792",10446,1957,"PhD","Married",82017,0,0,40.2374241638857,2.47213595499958,2,3.29150262212918
"793",3479,1950,"Graduation","Single",16813,0,0,4.6332495807108,0.82842712474619,-2,1.46410161513775
"794",11075,1978,"Graduation","Married",51267,1,1,14,1.46410161513775,1.46410161513775,2.47213595499958
"795",4442,1961,"Graduation","Single",46524,0,1,9.83215956619923,0,0,2.47213595499958
"796",199,1962,"Master","Single",45183,0,0,13.4919333848297,2,0,3.29150262212918
"797",6722,1954,"PhD","Married",70421,0,1,21.3238075793812,4.32455532033676,1.46410161513775,3.29150262212918
"798",796,1965,"2n Cycle","Divorced",60161,0,1,27.1204395571221,4.6332495807108,2,3.65685424949238
"799",3749,1973,"Graduation","Together",73926,0,0,46.8671668914825,2.89897948556636,2.47213595499958,4.92820323027551
"800",8523,1968,"Graduation","Married",19329,1,0,6,2,-2,1.46410161513775
"801",310,1970,"Master","Married",61872,0,1,23.219040425837,2,2,4
"802",8629,1956,"Graduation","Widow",46984,1,1,4.32455532033676,0,-2,1.46410161513775
"803",236,1951,"Graduation","Married",34838,1,1,8.77032961426901,0.82842712474619,0,2
"804",9930,1944,"PhD","Single",82716,0,0,28.199337741083,2.89897948556636,3.65685424949238,5.21110255092798
"805",3483,1958,"Graduation","Married",48192,0,0,26.5657137141714,0.82842712474619,3.65685424949238,4.92820323027551
"806",4599,1976,"Master","Married",49681,0,2,8.19803902718557,3.29150262212918,0,3.29150262212918
"807",7326,1971,"Master","Married",56850,0,1,6.71779788708135,0,0,1.46410161513775
"808",7352,1957,"Graduation","Married",55267,0,1,21.3238075793812,1.46410161513775,2,2.89897948556636
"809",2350,1972,"Graduation","Married",59666,1,1,24.6833281282527,1.46410161513775,0.82842712474619,3.65685424949238
"810",9145,1972,"Graduation","Single",72504,0,1,41.3589667773576,2.47213595499958,4,2.89897948556636
"811",2964,1981,"Graduation","Married",26872,0,0,3.65685424949238,0,0,0.82842712474619
"812",5585,1972,"Graduation","Single",21359,1,0,6.24621125123532,0.82842712474619,-2,1.46410161513775
"813",9687,1975,"Graduation","Single",73170,0,0,30,2.47213595499958,2,2.89897948556636
"814",3732,1955,"Master","Married",52750,0,1,28.9192496674806,2.47213595499958,3.29150262212918,4
"815",6303,1986,"PhD","Together",91820,0,0,52.6626014748658,2.47213595499958,2.47213595499958,4.92820323027551
"816",11176,1970,"PhD","Together",65968,0,1,16.2208671582886,2.47213595499958,2,3.29150262212918
"817",2986,1976,"Graduation","Married",30772,1,1,2,0,-2,0.82842712474619
"818",7462,1954,"Graduation","Single",22507,0,0,28.0665927567458,4.32455532033676,0.82842712474619,2
"819",3900,1972,"Graduation","Married",65685,0,1,12,4,0.82842712474619,4
"820",7034,1978,"2n Cycle","Married",25804,1,0,4,0.82842712474619,-2,1.46410161513775
"821",9493,1980,"PhD","Single",76412,0,0,54.7097875150313,2.47213595499958,2,3.65685424949238
"822",1143,1972,"Graduation","Married",22063,1,0,5.21110255092798,0.82842712474619,-2,1.46410161513775
"823",1,1961,"Graduation","Single",57091,0,0,14,3.29150262212918,1.46410161513775,3.29150262212918
"824",3855,1963,"Graduation","Married",22419,0,0,11.7113092008021,1.46410161513775,0.82842712474619,0.82842712474619
"825",5536,1959,"Graduation","Together",87771,0,1,31.8821486921948,2.47213595499958,4.32455532033676,2
"826",5989,1959,"2n Cycle","Divorced",78353,0,1,41.6348484585429,4.32455532033676,0.82842712474619,4.6332495807108
"827",9499,1954,"Graduation","Married",93404,1,2,31.8821486921948,1.46410161513775,2,3.29150262212918
"828",6768,1962,"Graduation","Divorced",37859,1,2,3.65685424949238,0,-2,1.46410161513775
"829",2150,1958,"PhD","Widow",80995,0,1,38.4474968323134,3.65685424949238,4,2
"830",6646,1984,"Graduation","Together",16529,1,0,2.47213595499958,0,-2,1.46410161513775
"831",4887,1976,"PhD","Divorced",55412,1,1,8.58300524425836,0.82842712474619,-2,1.46410161513775
"832",8560,1992,"Graduation","Single",48789,0,0,22.9799919935936,2.89897948556636,2,3.29150262212918
"833",3321,1967,"PhD","Together",56575,0,2,16.9736659610103,3.29150262212918,1.46410161513775,3.29150262212918
"834",11003,1980,"2n Cycle","Together",25130,1,0,3.29150262212918,0.82842712474619,-2,1.46410161513775
"835",10402,1967,"Graduation","Married",35441,1,1,4,0,-2,1.46410161513775
"836",9904,1956,"Graduation","Married",71391,0,1,31.1058907144937,2.89897948556636,2.47213595499958,4.92820323027551
"837",6141,1972,"Master","Single",49494,1,0,17.6977156035922,2.89897948556636,0,2.47213595499958
"838",5687,1980,"Graduation","Divorced",81702,0,0,53.6417109729742,3.29150262212918,3.29150262212918,4.92820323027551
"839",10856,1980,"2n Cycle","Single",45889,0,1,2.89897948556636,0,-2,1.46410161513775
"840",5121,1977,"Graduation","Single",56628,0,1,16.1107702762748,3.29150262212918,2.89897948556636,2.47213595499958
"841",4186,1950,"Graduation","Together",34026,1,1,5.74596669241483,0.82842712474619,0,1.46410161513775
"842",368,1974,"Graduation","Married",40049,0,1,12.422205101856,1.46410161513775,0.82842712474619,2.89897948556636
"843",3312,1988,"Graduation","Single",34176,1,0,7.79795897113271,1.46410161513775,-2,2
"844",11121,1981,"Graduation","Married",19419,1,0,8.58300524425836,2,-2,1.46410161513775
"845",5332,1960,"2n Cycle","Married",82504,0,0,39.5210789840534,1.46410161513775,2.89897948556636,3.29150262212918
"846",5848,1970,"Graduation","Together",81205,0,0,58.9590026165127,2.47213595499958,2.89897948556636,3.29150262212918
"847",10343,1991,"2n Cycle","Single",61618,0,0,37.9499687108764,1.46410161513775,2.89897948556636,3.65685424949238
"848",5935,1956,"Master","Single",55284,0,1,21.6643191323985,3.29150262212918,2.47213595499958,3.65685424949238
"849",2895,1963,"Graduation","Single",49980,0,1,12.6969384566991,1.46410161513775,0,2.47213595499958
"850",10262,1980,"Graduation","Married",15072,2,0,5.74596669241483,1.46410161513775,0,1.46410161513775
"851",7848,1974,"Graduation","Single",49166,0,1,8,2.47213595499958,1.46410161513775,1.46410161513775
"852",9477,1954,"PhD","Married",65324,0,1,18.1990098767242,2.89897948556636,0.82842712474619,4
"853",4856,1957,"2n Cycle","Married",82347,0,0,56.1377674149945,3.29150262212918,3.29150262212918,4.32455532033676
"854",7186,1966,"PhD","Together",30843,1,1,0.82842712474619,0,0,0.82842712474619
"855",5794,1974,"PhD","Married",46374,0,1,7.16515138991168,3.29150262212918,0,3.29150262212918
"856",1456,1979,"Graduation","Single",60474,0,1,32.8137903710584,4.32455532033676,0.82842712474619,4.92820323027551
"857",4877,1973,"Master","Married",38576,0,1,3.29150262212918,0,-2,1.46410161513775
"858",425,1985,"Graduation","Married",55357,2,0,19.540659228538,2.89897948556636,0.82842712474619,4.6332495807108
"859",3007,1966,"Graduation","Together",37758,1,1,4.32455532033676,0,-2,1.46410161513775
"860",1031,1989,"2n Cycle","Married",85710,0,0,35.4165738677394,2.89897948556636,4,4.32455532033676
"861",4297,1969,"Graduation","Together",23228,1,0,6.48528137423857,0.82842712474619,-2,1.46410161513775
"862",807,1969,"Master","Together",44602,1,1,16.8679622641132,2.89897948556636,0,2
"863",9553,1987,"Graduation","Married",7500,0,0,1.46410161513775,-2,-2,1.46410161513775
"864",4271,1989,"2n Cycle","Together",38683,1,0,14.6132477258361,2,0,2.89897948556636
"865",4120,1975,"2n Cycle","Single",49514,1,0,15.6635217326557,2.89897948556636,0,2
"866",2036,1973,"PhD","Together",57906,0,1,19.8174242292714,2,0.82842712474619,3.65685424949238
"867",115,1966,"Master","Single",43456,0,1,14.4924225024706,2.47213595499958,0,3.65685424949238
